Dataset_ID,Buyer_ID,Product_ID,Recommended,Clicked,Viewed,Purchased,Ignored,Hidden,Feedback,Ground_Truth,Scenario_Type,Confidence_Score,Created_Date,Version
FB001069,BYR000565,PRD000338,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.58,2026-08-04,v1.0
FB001070,BYR000963,PRD002037,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,BOUNDARY,0.53,2026-07-10,v1.0
FB001071,BYR000891,PRD002556,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,BOUNDARY,0.68,2026-05-10,v1.0
FB001072,BYR000502,PRD000406,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.51,2026-06-11,v1.0
FB001073,BYR000730,PRD000164,Yes,No,No,No,Yes,Yes,Duplicate of item I already own,Negative,NORMAL,0.78,2026-05-18,v1.0
FB001074,BYR000652,PRD002810,Yes,Yes,Yes,Yes,No,No,Clicked and purchased,Positive,NORMAL,0.73,2026-05-15,v1.0
FB001075,BYR000089,PRD001528,Yes,No,No,No,Yes,No,Not interested,Negative,NEGATIVE,0.99,2026-07-27,v1.0
FB001076,BYR000232,PRD001915,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.77,2026-07-16,v1.0
FB001077,BYR000962,PRD002076,Yes,No,Yes,No,No,No,Not my style,Neutral,EDGE,0.61,2026-07-13,v1.0
FB001078,BYR000151,PRD000840,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.97,2026-07-19,v1.0
FB001079,BYR000650,PRD002448,Yes,Yes,Yes,Yes,No,No,Great match! ⭐⭐⭐⭐⭐,Positive,EDGE,0.67,2026-05-30,v1.0
FB001080,BYR000571,PRD000827,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.96,2026-05-31,v1.0
FB001081,BYR000554,PRD001232,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.51,2026-05-28,v1.0
FB001082,BYR000705,PRD002636,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.81,2026-07-10,v1.0
FB001083,BYR000132,PRD001641,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,NORMAL,0.8,2026-06-22,v1.0
FB001084,BYR000475,PRD001236,Yes,No,No,No,Yes,Yes,Already purchased elsewhere,Negative,NORMAL,0.51,2026-07-06,v1.0
FB001085,BYR000356,PRD000340,Yes,Yes,Yes,Yes,No,No,"Perfect timing, needed this",Positive,BOUNDARY,0.81,2026-05-30,v1.0
FB001086,BYR000272,PRD002630,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NORMAL,0.73,2026-05-15,v1.0
FB001087,BYR000071,PRD002908,Yes,No,No,No,Yes,Yes,Already purchased elsewhere,Negative,NORMAL,0.95,2026-07-13,v1.0
FB001088,BYR000992,PRD000277,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.85,2026-07-11,v1.0
FB001089,BYR000254,PRD000033,Yes,No,No,No,Yes,Yes,Already purchased elsewhere,Negative,COLD_START,0.95,2026-05-25,v1.0
FB001090,BYR000956,PRD001869,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.56,2026-08-02,v1.0
FB001091,BYR000809,PRD001318,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.97,2026-07-02,v1.0
FB001092,BYR000113,PRD001377,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.8,2026-05-16,v1.0
FB001093,BYR000138,PRD002754,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.64,2026-07-15,v1.0
FB001094,BYR000591,PRD000150,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,EDGE,0.72,2026-06-20,v1.0
FB001095,BYR000359,PRD001672,Yes,No,No,No,Yes,No,Not interested,Negative,BOUNDARY,0.7,2026-07-25,v1.0
FB001096,BYR000298,PRD002271,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,EDGE,0.95,2026-07-22,v1.0
FB001097,BYR000422,PRD002517,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.78,2026-05-12,v1.0
FB001098,BYR000140,PRD002796,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.66,2026-06-28,v1.0
FB001099,BYR000356,PRD001055,Yes,Yes,Yes,Yes,No,No,Great match! ⭐⭐⭐⭐⭐,Positive,NORMAL,0.52,2026-05-24,v1.0
FB001100,BYR000062,PRD001209,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NEGATIVE,0.86,2026-06-23,v1.0
FB001101,BYR000777,PRD001124,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.67,2026-08-04,v1.0
FB001102,BYR000621,PRD001735,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.65,2026-08-06,v1.0
FB001103,BYR000856,PRD000701,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,NORMAL,0.68,2026-06-22,v1.0
FB001104,BYR000903,PRD002948,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.73,2026-06-20,v1.0
FB001105,BYR000494,PRD000977,Yes,No,No,No,Yes,No,Not interested,Negative,EDGE,0.73,2026-05-16,v1.0
FB001106,BYR000547,PRD000492,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.51,2026-06-27,v1.0
FB001107,BYR000584,PRD001659,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.72,2026-07-02,v1.0
FB001108,BYR000105,PRD001627,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.79,2026-05-23,v1.0
FB001109,BYR000034,PRD002965,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.68,2026-06-26,v1.0
FB001110,BYR000816,PRD000007,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.51,2026-06-13,v1.0
FB001111,BYR000488,PRD001041,Yes,Yes,Yes,Yes,No,No,"Perfect timing, needed this",Positive,NORMAL,0.73,2026-05-19,v1.0
FB001112,BYR000292,PRD001905,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,BOUNDARY,0.83,2026-06-07,v1.0
FB001113,BYR000322,PRD001263,Yes,No,No,No,Yes,No,Not interested,Negative,RARE,0.72,2026-07-03,v1.0
FB001114,BYR000486,PRD002338,Yes,No,No,No,Yes,Yes,Not interested,Negative,NORMAL,0.55,2026-07-15,v1.0
FB001115,BYR000483,PRD000512,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.63,2026-06-24,v1.0
FB001116,BYR000571,PRD000160,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.74,2026-05-08,v1.0
FB001117,BYR000073,PRD002379,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.94,2026-07-16,v1.0
FB001118,BYR000926,PRD001198,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.79,2026-07-12,v1.0
FB001119,BYR000817,PRD000843,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.97,2026-07-03,v1.0
FB001120,BYR000286,PRD001880,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,NORMAL,0.75,2026-05-28,v1.0
FB001121,BYR000828,PRD000746,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NEGATIVE,0.86,2026-08-06,v1.0
FB001122,BYR000653,PRD001820,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,NORMAL,0.83,2026-06-30,v1.0
FB001123,BYR000469,PRD000801,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.69,2026-07-16,v1.0
FB001124,BYR000791,PRD001440,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.76,2026-07-01,v1.0
FB001125,BYR000498,PRD001919,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NORMAL,0.81,2026-06-13,v1.0
FB001126,BYR000076,PRD002709,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,BOUNDARY,0.59,2026-07-24,v1.0
FB001127,BYR000956,PRD001240,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NORMAL,0.97,2026-07-02,v1.0
FB001128,BYR000310,PRD001089,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,COLD_START,0.67,2026-05-24,v1.0
FB001129,BYR000852,PRD002771,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,NORMAL,0.97,2026-07-19,v1.0
FB001130,BYR000952,PRD002201,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.88,2026-08-02,v1.0
FB001131,BYR000377,PRD000991,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NORMAL,0.56,2026-07-12,v1.0
FB001132,BYR000422,PRD001403,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.71,2026-05-22,v1.0
FB001133,BYR000870,PRD002165,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.59,2026-06-14,v1.0
FB001134,BYR000959,PRD002006,Yes,No,No,No,Yes,No,Not interested,Negative,COLD_START,0.83,2026-05-09,v1.0
FB001135,BYR000723,PRD000599,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NORMAL,0.56,2026-06-13,v1.0
FB001136,BYR000455,PRD000749,Yes,No,No,No,Yes,Yes,Already purchased elsewhere,Negative,NORMAL,0.85,2026-05-12,v1.0
FB001137,BYR000641,PRD002803,Yes,No,No,No,Yes,Yes,Not interested,Negative,NORMAL,0.78,2026-07-24,v1.0
FB001138,BYR000459,PRD000034,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.99,2026-05-20,v1.0
FB001139,BYR000374,PRD002379,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.7,2026-05-26,v1.0
FB001140,BYR000875,PRD000330,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NEGATIVE,0.69,2026-07-28,v1.0
FB001141,BYR000863,PRD001792,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,EDGE,0.54,2026-07-21,v1.0
FB001142,BYR000026,PRD002925,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.55,2026-06-26,v1.0
FB001143,BYR000802,PRD002557,Yes,No,Yes,No,No,No,Not my style,Neutral,EDGE,0.98,2026-05-17,v1.0
FB001144,BYR000599,PRD000983,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NORMAL,0.63,2026-06-05,v1.0
FB001145,BYR000185,PRD000633,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.61,2026-08-01,v1.0
FB001146,BYR000632,PRD001100,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,BOUNDARY,0.5,2026-06-12,v1.0
FB001147,BYR000832,PRD000514,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.91,2026-05-26,v1.0
FB001148,BYR000922,PRD001380,Yes,Yes,Yes,Yes,No,No,"Perfect timing, needed this",Positive,RARE,0.76,2026-06-11,v1.0
FB001149,BYR000054,PRD001218,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,COLD_START,0.69,2026-05-19,v1.0
FB001150,BYR000663,PRD002842,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.72,2026-08-02,v1.0
FB001151,BYR000794,PRD001555,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,BOUNDARY,0.65,2026-06-03,v1.0
FB001152,BYR000749,PRD000069,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.51,2026-05-09,v1.0
FB001153,BYR000908,PRD002387,Yes,Yes,Yes,Yes,No,No,Clicked and purchased,Positive,NORMAL,0.83,2026-05-24,v1.0
FB001154,BYR000808,PRD002244,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.95,2026-07-09,v1.0
FB001155,BYR000247,PRD000975,Yes,No,No,No,Yes,Yes,Duplicate of item I already own,Negative,NORMAL,0.61,2026-06-20,v1.0
FB001156,BYR000623,PRD001592,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,NORMAL,0.66,2026-05-17,v1.0
FB001157,BYR000955,PRD002849,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.83,2026-05-13,v1.0
FB001158,BYR000650,PRD002892,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,BOUNDARY,0.94,2026-08-01,v1.0
FB001159,BYR000347,PRD000019,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,NORMAL,0.85,2026-06-03,v1.0
FB001160,BYR000157,PRD002848,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.52,2026-05-14,v1.0
FB001161,BYR000284,PRD001180,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.62,2026-07-23,v1.0
FB001162,BYR000597,PRD002703,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.61,2026-05-20,v1.0
FB001163,BYR000821,PRD001866,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NORMAL,0.77,2026-08-03,v1.0
FB001164,BYR000963,PRD000880,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.67,2026-07-06,v1.0
FB001165,BYR000757,PRD002231,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.58,2026-05-09,v1.0
FB001166,BYR000031,PRD002549,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,EDGE,0.85,2026-05-24,v1.0
FB001167,BYR000615,PRD000800,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.56,2026-06-07,v1.0
FB001168,BYR000278,PRD002232,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,EDGE,0.83,2026-07-27,v1.0
FB001169,BYR000185,PRD001396,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,EDGE,0.6,2026-08-02,v1.0
FB001170,BYR000434,PRD000696,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,NEGATIVE,0.63,2026-06-03,v1.0
FB001171,BYR000264,PRD000144,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.64,2026-07-03,v1.0
FB001172,BYR000071,PRD002359,Yes,Yes,Yes,Yes,No,No,Great match! ⭐⭐⭐⭐⭐,Positive,NEGATIVE,0.67,2026-05-23,v1.0
FB001173,BYR000376,PRD000700,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.62,2026-05-14,v1.0
FB001174,BYR000540,PRD002672,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,EDGE,0.62,2026-06-23,v1.0
FB001175,BYR000095,PRD002516,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.65,2026-06-18,v1.0
FB001176,BYR000324,PRD000443,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.51,2026-06-28,v1.0
FB001177,BYR000094,PRD002534,Yes,No,No,No,Yes,No,Not interested,Negative,NEGATIVE,0.6,2026-06-29,v1.0
FB001178,BYR000669,PRD001828,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.59,2026-05-31,v1.0
FB001179,BYR000642,PRD001348,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.93,2026-05-09,v1.0
FB001180,BYR000978,PRD002325,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.65,2026-06-19,v1.0
FB001181,BYR000103,PRD002410,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,RARE,0.66,2026-06-17,v1.0
FB001182,BYR000494,PRD000950,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NEGATIVE,0.69,2026-06-18,v1.0
FB001183,BYR000010,PRD002133,Yes,No,No,No,Yes,No,Not interested,Negative,EDGE,0.9,2026-06-05,v1.0
FB001184,BYR000105,PRD002310,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.75,2026-05-28,v1.0
FB001185,BYR000210,PRD001954,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.59,2026-08-05,v1.0
FB001186,BYR000335,PRD001520,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,NORMAL,0.55,2026-08-04,v1.0
FB001187,BYR000036,PRD001320,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.98,2026-07-08,v1.0
FB001188,BYR000209,PRD001927,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.93,2026-07-19,v1.0
FB001189,BYR000691,PRD002657,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,NEGATIVE,0.99,2026-07-23,v1.0
FB001190,BYR000760,PRD002604,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.91,2026-05-15,v1.0
FB001191,BYR000523,PRD002160,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.82,2026-05-23,v1.0
FB001192,BYR000008,PRD001463,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.84,2026-07-21,v1.0
FB001193,BYR000330,PRD001932,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.72,2026-06-28,v1.0
FB001194,BYR000404,PRD001909,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.6,2026-07-02,v1.0
FB001195,BYR000074,PRD002432,Yes,No,No,No,Yes,Yes,Duplicate of item I already own,Negative,COLD_START,0.94,2026-05-14,v1.0
FB001196,BYR000860,PRD002292,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.61,2026-05-31,v1.0
FB001197,BYR000554,PRD002648,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,COLD_START,0.62,2026-05-19,v1.0
FB001198,BYR000403,PRD001006,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,RARE,0.92,2026-07-23,v1.0
FB001199,BYR000221,PRD001422,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.56,2026-07-01,v1.0
FB001200,BYR000185,PRD001734,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.67,2026-07-10,v1.0
FB001201,BYR000901,PRD002468,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,NEGATIVE,0.83,2026-06-25,v1.0
FB001202,BYR000501,PRD001039,Yes,Yes,Yes,Yes,No,No,Great match! ⭐⭐⭐⭐⭐,Positive,NORMAL,0.72,2026-05-19,v1.0
FB001203,BYR000495,PRD000070,Yes,Yes,Yes,Yes,No,No,Great match! ⭐⭐⭐⭐⭐,Positive,NORMAL,0.78,2026-06-08,v1.0
FB001204,BYR000083,PRD002238,Yes,No,No,No,Yes,Yes,Duplicate of item I already own,Negative,NORMAL,0.59,2026-07-10,v1.0
FB001205,BYR000402,PRD002424,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,COLD_START,0.73,2026-07-21,v1.0
FB001206,BYR000445,PRD002874,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.89,2026-06-10,v1.0
FB001207,BYR000261,PRD002754,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,NORMAL,0.87,2026-06-09,v1.0
FB001208,BYR000073,PRD002379,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.9,2026-07-30,v1.0
FB001209,BYR000071,PRD002786,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.58,2026-05-26,v1.0
FB001210,BYR000654,PRD001954,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,EDGE,0.55,2026-07-06,v1.0
FB001211,BYR000513,PRD002713,Yes,Yes,Yes,Yes,No,No,Clicked and purchased,Positive,NORMAL,0.54,2026-08-06,v1.0
FB001212,BYR000941,PRD000839,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NORMAL,0.87,2026-06-12,v1.0
FB001213,BYR000993,PRD002523,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,NORMAL,0.92,2026-05-11,v1.0
FB001214,BYR000235,PRD000361,Yes,No,Yes,No,No,No,Not my style,Neutral,RARE,0.87,2026-07-25,v1.0
FB001215,BYR000261,PRD002777,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,BOUNDARY,0.94,2026-07-19,v1.0
FB001216,BYR000149,PRD001469,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.7,2026-05-24,v1.0
FB001217,BYR000117,PRD001211,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.91,2026-07-18,v1.0
FB001218,BYR000342,PRD001384,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.54,2026-06-04,v1.0
FB001219,BYR000742,PRD001827,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,NORMAL,0.78,2026-06-17,v1.0
FB001220,BYR000286,PRD001871,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.5,2026-07-25,v1.0
FB001221,BYR000650,PRD002994,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.65,2026-05-14,v1.0
FB001222,BYR000658,PRD002040,Yes,Yes,Yes,Yes,No,No,"Perfect timing, needed this",Positive,NORMAL,0.59,2026-06-24,v1.0
FB001223,BYR000331,PRD000545,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.76,2026-06-20,v1.0
FB001224,BYR000022,PRD000810,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.63,2026-06-01,v1.0
FB001225,BYR000904,PRD000598,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,NORMAL,0.94,2026-06-08,v1.0
FB001226,BYR000485,PRD001109,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,NORMAL,0.69,2026-07-12,v1.0
FB001227,BYR000188,PRD002569,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,EDGE,0.68,2026-06-25,v1.0
FB001228,BYR000757,PRD002962,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,RARE,0.71,2026-05-19,v1.0
FB001229,BYR000725,PRD001292,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,NORMAL,0.69,2026-07-19,v1.0
FB001230,BYR000429,PRD001196,Yes,No,No,No,Yes,No,Not interested,Negative,NORMAL,0.81,2026-07-04,v1.0
FB001231,BYR000712,PRD000779,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.7,2026-05-23,v1.0
FB001232,BYR000385,PRD000947,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.86,2026-06-20,v1.0
FB001233,BYR000463,PRD002652,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,BOUNDARY,0.96,2026-06-22,v1.0
FB001234,BYR000445,PRD000939,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.61,2026-06-03,v1.0
FB001235,BYR000295,PRD002444,Yes,Yes,Yes,Yes,No,No,Great match! ⭐⭐⭐⭐⭐,Positive,NORMAL,0.65,2026-06-11,v1.0
FB001236,BYR000612,PRD001151,Yes,No,Yes,No,No,No,Not my style,Neutral,EDGE,0.55,2026-07-16,v1.0
FB001237,BYR000734,PRD000252,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,NORMAL,0.51,2026-07-01,v1.0
FB001238,BYR000891,PRD001690,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.98,2026-06-19,v1.0
FB001239,BYR000951,PRD002705,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,RARE,0.66,2026-07-12,v1.0
FB001240,BYR000670,PRD001615,Yes,No,Yes,No,No,No,Irrelevant to my search,Neutral,BOUNDARY,0.62,2026-05-21,v1.0
FB001241,BYR000978,PRD002557,Yes,Yes,Yes,Yes,No,No,Clicked and purchased,Positive,NORMAL,0.68,2026-05-14,v1.0
FB001242,BYR000190,PRD002643,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NORMAL,0.75,2026-05-22,v1.0
FB001243,BYR000167,PRD000636,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,BOUNDARY,0.64,2026-07-31,v1.0
FB001244,BYR000528,PRD002317,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.66,2026-06-01,v1.0
FB001245,BYR000570,PRD000264,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.62,2026-08-05,v1.0
FB001246,BYR000755,PRD000268,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.62,2026-06-14,v1.0
FB001247,BYR000142,PRD002645,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.83,2026-07-11,v1.0
FB001248,BYR000175,PRD002650,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NORMAL,0.5,2026-07-28,v1.0
FB001249,BYR000284,PRD002400,Yes,No,No,No,Yes,No,Already purchased elsewhere,Negative,NORMAL,0.62,2026-06-02,v1.0
FB001250,BYR000214,PRD000753,Yes,No,No,No,Yes,No,Not interested,Negative,NEGATIVE,0.76,2026-07-16,v1.0
FB001251,BYR000736,PRD002578,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,NEGATIVE,0.8,2026-06-11,v1.0
FB001252,BYR000676,PRD000974,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,NORMAL,0.53,2026-05-12,v1.0
FB001253,BYR000604,PRD002925,Yes,Yes,Yes,No,No,No,Relevant recommendation,Neutral,RARE,0.82,2026-05-11,v1.0
FB001254,BYR000121,PRD000698,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,NORMAL,0.53,2026-05-14,v1.0
FB001255,BYR000674,PRD002074,Yes,Yes,Yes,Yes,No,No,"Perfect timing, needed this",Positive,NORMAL,0.7,2026-06-20,v1.0
FB001256,BYR000963,PRD000880,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NORMAL,0.68,2026-05-24,v1.0
FB001257,BYR000737,PRD000019,Yes,Yes,Yes,No,No,No,Too expensive for my budget,Neutral,NORMAL,0.7,2026-05-16,v1.0
FB001258,BYR000834,PRD000118,Yes,Yes,Yes,No,No,No,"Good match, saved to wishlist",Neutral,NORMAL,0.97,2026-05-30,v1.0
FB001259,BYR000031,PRD002350,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NEGATIVE,0.9,2026-05-09,v1.0
FB001260,BYR000861,PRD001801,Yes,No,Yes,No,No,No,Price too high 😅,Neutral,NORMAL,0.51,2026-06-07,v1.0
FB001261,BYR000517,PRD000113,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.56,2026-05-31,v1.0
FB001262,BYR000743,PRD001761,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.99,2026-07-24,v1.0
FB001263,BYR000992,PRD002553,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.76,2026-07-22,v1.0
FB001264,BYR000736,PRD001468,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,RARE,0.97,2026-07-02,v1.0
FB001265,BYR000150,PRD002187,Yes,No,No,No,Yes,No,Duplicate of item I already own,Negative,NORMAL,0.51,2026-07-19,v1.0
FB001266,BYR000321,PRD002411,Yes,No,Yes,No,No,No,Not my style,Neutral,NORMAL,0.56,2026-05-21,v1.0
